m,TagName,
"2020-12-01 00:00:00","c","2649"
"2020-12-01 00:00:00","c#","5743"
"2020-12-01 00:00:00","c++","4452"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7829"
"2020-12-01 00:00:00","javascript","16028"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4796"
"2020-12-01 00:00:00","python","22220"
"2020-12-01 00:00:00","r","4343"
"2020-12-01 00:00:00","ruby","501"
"2020-12-01 00:00:00","swift","2099"
"2021-01-01 00:00:00","assembly","309"
"2021-01-01 00:00:00","c","2569"
"2021-01-01 00:00:00","c#","6194"
"2021-01-01 00:00:00","c++","4109"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8037"
"2021-01-01 00:00:00","javascript","16881"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4751"
"2021-01-01 00:00:00","python","22885"
"2021-01-01 00:00:00","r","4340"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2320"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2241"
"2021-02-01 00:00:00","c#","5806"
"2021-02-01 00:00:00","c++","4097"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","570"
"2021-02-01 00:00:00","java","7595"
"2021-02-01 00:00:00","javascript","15292"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4374"
"2021-02-01 00:00:00","python","21412"
"2021-02-01 00:00:00","r","4328"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2263"
"2021-03-01 00:00:00","assembly","320"
"2021-03-01 00:00:00","c","2487"
"2021-03-01 00:00:00","c#","6396"
"2021-03-01 00:00:00","c++","4306"
"2021-03-01 00:00:00","delphi","255"
"2021-03-01 00:00:00","go","760"
"2021-03-01 00:00:00","java","8672"
"2021-03-01 00:00:00","javascript","16773"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4752"
"2021-03-01 00:00:00","python","23916"
"2021-03-01 00:00:00","r","5179"
"2021-03-01 00:00:00","ruby","498"
"2021-03-01 00:00:00","swift","2387"
"2021-04-01 00:00:00","assembly","320"
"2021-04-01 00:00:00","c","2300"
"2021-04-01 00:00:00","c#","5909"
"2021-04-01 00:00:00","c++","3947"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","626"
"2021-04-01 00:00:00","java","7935"
"2021-04-01 00:00:00","javascript","15863"
"2021-04-01 00:00:00","perl","137"
"2021-04-01 00:00:00","php","4323"
"2021-04-01 00:00:00","python","22720"
"2021-04-01 00:00:00","r","4800"
"2021-04-01 00:00:00","ruby","518"
"2021-04-01 00:00:00","swift","2112"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2091"
"2021-05-01 00:00:00","c#","5751"
"2021-05-01 00:00:00","c++","4193"
"2021-05-01 00:00:00","delphi","169"
"2021-05-01 00:00:00","go","643"
"2021-05-01 00:00:00","java","7970"
"2021-05-01 00:00:00","javascript","15829"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4250"
"2021-05-01 00:00:00","python","22459"
"2021-05-01 00:00:00","r","4669"
"2021-05-01 00:00:00","ruby","400"
"2021-05-01 00:00:00","swift","1865"
"2021-06-01 00:00:00","assembly","261"
"2021-06-01 00:00:00","c","1870"
"2021-06-01 00:00:00","c#","5634"
"2021-06-01 00:00:00","c++","3829"
"2021-06-01 00:00:00","delphi","126"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7603"
"2021-06-01 00:00:00","javascript","15026"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4087"
"2021-06-01 00:00:00","python","20954"
"2021-06-01 00:00:00","r","4286"
"2021-06-01 00:00:00","ruby","421"
"2021-06-01 00:00:00","swift","1804"
"2021-07-01 00:00:00","assembly","182"
"2021-07-01 00:00:00","c","1627"
"2021-07-01 00:00:00","c#","5215"
"2021-07-01 00:00:00","c++","3517"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","604"
"2021-07-01 00:00:00","java","6967"
"2021-07-01 00:00:00","javascript","14777"
"2021-07-01 00:00:00","perl","139"
"2021-07-01 00:00:00","php","3891"
"2021-07-01 00:00:00","python","20627"
"2021-07-01 00:00:00","r","4049"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1975"
"2021-08-01 00:00:00","assembly","163"
"2021-08-01 00:00:00","c","1533"
"2021-08-01 00:00:00","c#","5124"
"2021-08-01 00:00:00","c++","3255"
"2021-08-01 00:00:00","delphi","136"
"2021-08-01 00:00:00","go","746"
"2021-08-01 00:00:00","java","6779"
"2021-08-01 00:00:00","javascript","14687"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3887"
"2021-08-01 00:00:00","python","19874"
"2021-08-01 00:00:00","r","4040"
"2021-08-01 00:00:00","ruby","447"
"2021-08-01 00:00:00","swift","1901"
"2021-09-01 00:00:00","assembly","193"
"2021-09-01 00:00:00","c","1706"
"2021-09-01 00:00:00","c#","5068"
"2021-09-01 00:00:00","c++","3606"
"2021-09-01 00:00:00","delphi","135"
"2021-09-01 00:00:00","go","622"
"2021-09-01 00:00:00","java","6620"
"2021-09-01 00:00:00","javascript","14455"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","3688"
"2021-09-01 00:00:00","python","19056"
"2021-09-01 00:00:00","r","3904"
"2021-09-01 00:00:00","ruby","446"
"2021-09-01 00:00:00","swift","1626"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2096"
"2021-10-01 00:00:00","c#","5296"
"2021-10-01 00:00:00","c++","3740"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","701"
"2021-10-01 00:00:00","java","6596"
"2021-10-01 00:00:00","javascript","13863"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3594"
"2021-10-01 00:00:00","python","19838"
"2021-10-01 00:00:00","r","4181"
"2021-10-01 00:00:00","ruby","416"
"2021-10-01 00:00:00","swift","1568"
"2021-11-01 00:00:00","assembly","288"
"2021-11-01 00:00:00","c","2212"
"2021-11-01 00:00:00","c#","5616"
"2021-11-01 00:00:00","c++","3836"
"2021-11-01 00:00:00","delphi","141"
"2021-11-01 00:00:00","go","655"
"2021-11-01 00:00:00","java","6933"
"2021-11-01 00:00:00","javascript","13536"
"2021-11-01 00:00:00","perl","78"
"2021-11-01 00:00:00","php","3512"
"2021-11-01 00:00:00","python","20127"
"2021-11-01 00:00:00","r","4035"
"2021-11-01 00:00:00","ruby","393"
"2021-11-01 00:00:00","swift","1538"
"2021-12-01 00:00:00","assembly","266"
"2021-12-01 00:00:00","c","2112"
"2021-12-01 00:00:00","c#","5072"
"2021-12-01 00:00:00","c++","3599"
"2021-12-01 00:00:00","delphi","145"
"2021-12-01 00:00:00","go","728"
"2021-12-01 00:00:00","java","6240"
"2021-12-01 00:00:00","javascript","13171"
"2021-12-01 00:00:00","perl","102"
"2021-12-01 00:00:00","php","3269"
"2021-12-01 00:00:00","python","19174"
"2021-12-01 00:00:00","r","3555"
"2021-12-01 00:00:00","ruby","373"
"2021-12-01 00:00:00","swift","1432"
"2022-01-01 00:00:00","assembly","240"
"2022-01-01 00:00:00","c","2051"
"2022-01-01 00:00:00","c#","5869"
"2022-01-01 00:00:00","c++","3856"
"2022-01-01 00:00:00","delphi","151"
"2022-01-01 00:00:00","go","783"
"2022-01-01 00:00:00","java","7630"
"2022-01-01 00:00:00","javascript","16134"
"2022-01-01 00:00:00","perl","129"
"2022-01-01 00:00:00","php","3950"
"2022-01-01 00:00:00","python","22464"
"2022-01-01 00:00:00","r","4233"
"2022-01-01 00:00:00","ruby","476"
"2022-01-01 00:00:00","swift","1973"
"2022-02-01 00:00:00","assembly","225"
"2022-02-01 00:00:00","c","1774"
"2022-02-01 00:00:00","c#","5790"
"2022-02-01 00:00:00","c++","3452"
"2022-02-01 00:00:00","delphi","188"
"2022-02-01 00:00:00","go","688"
"2022-02-01 00:00:00","java","7220"
"2022-02-01 00:00:00","javascript","15323"
"2022-02-01 00:00:00","perl","97"
"2022-02-01 00:00:00","php","3680"
"2022-02-01 00:00:00","python","22450"
"2022-02-01 00:00:00","r","4325"
"2022-02-01 00:00:00","ruby","455"
"2022-02-01 00:00:00","swift","1865"
"2022-03-01 00:00:00","assembly","251"
"2022-03-01 00:00:00","c","2086"
"2022-03-01 00:00:00","c#","6446"
"2022-03-01 00:00:00","c++","3817"
"2022-03-01 00:00:00","delphi","132"
"2022-03-01 00:00:00","go","824"
"2022-03-01 00:00:00","java","8033"
"2022-03-01 00:00:00","javascript","16215"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3729"
"2022-03-01 00:00:00","python","24427"
"2022-03-01 00:00:00","r","5073"
"2022-03-01 00:00:00","ruby","526"
"2022-03-01 00:00:00","swift","2062"
"2022-04-01 00:00:00","assembly","265"
"2022-04-01 00:00:00","c","1854"
"2022-04-01 00:00:00","c#","5897"
"2022-04-01 00:00:00","c++","3826"
"2022-04-01 00:00:00","delphi","122"
"2022-04-01 00:00:00","go","754"
"2022-04-01 00:00:00","java","7784"
"2022-04-01 00:00:00","javascript","15876"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3774"
"2022-04-01 00:00:00","python","23431"
"2022-04-01 00:00:00","r","4765"
"2022-04-01 00:00:00","ruby","491"
"2022-04-01 00:00:00","swift","1763"
"2022-05-01 00:00:00","assembly","285"
"2022-05-01 00:00:00","c","1905"
"2022-05-01 00:00:00","c#","6251"
"2022-05-01 00:00:00","c++","3858"
"2022-05-01 00:00:00","delphi","129"
"2022-05-01 00:00:00","go","670"
"2022-05-01 00:00:00","java","7810"
"2022-05-01 00:00:00","javascript","15969"
"2022-05-01 00:00:00","perl","94"
"2022-05-01 00:00:00","php","3984"
"2022-05-01 00:00:00","python","23022"
"2022-05-01 00:00:00","r","4819"
"2022-05-01 00:00:00","ruby","501"
"2022-05-01 00:00:00","swift","1740"
"2022-06-01 00:00:00","assembly","247"
"2022-06-01 00:00:00","c","1655"
"2022-06-01 00:00:00","c#","6059"
"2022-06-01 00:00:00","c++","3376"
"2022-06-01 00:00:00","delphi","125"
"2022-06-01 00:00:00","go","735"
"2022-06-01 00:00:00","java","7011"
"2022-06-01 00:00:00","javascript","15140"
"2022-06-01 00:00:00","perl","124"
"2022-06-01 00:00:00","php","3826"
"2022-06-01 00:00:00","python","22180"
"2022-06-01 00:00:00","r","4402"
"2022-06-01 00:00:00","ruby","478"
"2022-06-01 00:00:00","swift","1789"
"2022-07-01 00:00:00","assembly","209"
"2022-07-01 00:00:00","c","1490"
"2022-07-01 00:00:00","c#","5960"
"2022-07-01 00:00:00","c++","3260"
"2022-07-01 00:00:00","delphi","127"
"2022-07-01 00:00:00","go","744"
"2022-07-01 00:00:00","java","6607"
"2022-07-01 00:00:00","javascript","15163"
"2022-07-01 00:00:00","perl","130"
"2022-07-01 00:00:00","php","3774"
"2022-07-01 00:00:00","python","22451"
"2022-07-01 00:00:00","r","4191"
"2022-07-01 00:00:00","ruby","450"
"2022-07-01 00:00:00","swift","1753"
"2022-08-01 00:00:00","assembly","178"
"2022-08-01 00:00:00","c","1506"
"2022-08-01 00:00:00","c#","6339"
"2022-08-01 00:00:00","c++","3243"
"2022-08-01 00:00:00","delphi","133"
"2022-08-01 00:00:00","go","855"
"2022-08-01 00:00:00","java","6534"
"2022-08-01 00:00:00","javascript","15582"
"2022-08-01 00:00:00","perl","118"
"2022-08-01 00:00:00","php","3774"
"2022-08-01 00:00:00","python","21947"
"2022-08-01 00:00:00","r","4344"
"2022-08-01 00:00:00","ruby","476"
"2022-08-01 00:00:00","swift","1744"
"2022-09-01 00:00:00","assembly","191"
"2022-09-01 00:00:00","c","1653"
"2022-09-01 00:00:00","c#","5751"
"2022-09-01 00:00:00","c++","3090"
"2022-09-01 00:00:00","delphi","148"
"2022-09-01 00:00:00","go","843"
"2022-09-01 00:00:00","java","6286"
"2022-09-01 00:00:00","javascript","14339"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","3401"
"2022-09-01 00:00:00","python","20277"
"2022-09-01 00:00:00","r","4026"
"2022-09-01 00:00:00","ruby","477"
"2022-09-01 00:00:00","swift","1810"
"2022-10-01 00:00:00","assembly","243"
"2022-10-01 00:00:00","c","2016"
"2022-10-01 00:00:00","c#","5826"
"2022-10-01 00:00:00","c++","3225"
"2022-10-01 00:00:00","delphi","153"
"2022-10-01 00:00:00","go","742"
"2022-10-01 00:00:00","java","6537"
"2022-10-01 00:00:00","javascript","14157"
"2022-10-01 00:00:00","perl","82"
"2022-10-01 00:00:00","php","3393"
"2022-10-01 00:00:00","python","22165"
"2022-10-01 00:00:00","r","4534"
"2022-10-01 00:00:00","ruby","436"
"2022-10-01 00:00:00","swift","1643"
"2022-11-01 00:00:00","assembly","288"
"2022-11-01 00:00:00","c","2202"
"2022-11-01 00:00:00","c#","6095"
"2022-11-01 00:00:00","c++","3346"
"2022-11-01 00:00:00","delphi","116"
"2022-11-01 00:00:00","go","756"
"2022-11-01 00:00:00","java","6865"
"2022-11-01 00:00:00","javascript","14490"
"2022-11-01 00:00:00","perl","110"
"2022-11-01 00:00:00","php","3410"
"2022-11-01 00:00:00","python","23093"
"2022-11-01 00:00:00","r","4655"
"2022-11-01 00:00:00","ruby","467"
"2022-11-01 00:00:00","swift","1696"
"2022-12-01 00:00:00","assembly","328"
"2022-12-01 00:00:00","c","2139"
"2022-12-01 00:00:00","c#","6024"
"2022-12-01 00:00:00","c++","3464"
"2022-12-01 00:00:00","delphi","97"
"2022-12-01 00:00:00","go","726"
"2022-12-01 00:00:00","java","7229"
"2022-12-01 00:00:00","javascript","14658"
"2022-12-01 00:00:00","perl","105"
"2022-12-01 00:00:00","php","3862"
"2022-12-01 00:00:00","python","22555"
"2022-12-01 00:00:00","r","3928"
"2022-12-01 00:00:00","ruby","429"
"2022-12-01 00:00:00","swift","1740"
